uid,ds,seq
53,2020-01-01,"68,86,60,89,5,9,65,84,50,72,86,55,3,91,76,29,1,35,18,60,60,58,52,89,72,46,94,32,83,15,42,20,50,35,55,97,44,53,25,51,82,56,40,66,34,79,53,55,62,29,87,44,32,99,33,97,4,97,45,22,61,88,2,14,53,85,78,78,46,84,93,22,23,75,59,96,9,20,59,55,42,59,93,52,27,8,67,97,58,63,30,82,37,33,45,95,52,97,69"
53,2020-01-02,"72,75,47,53,53,93,5,63,68,13,49,52,15,3,30,100,89,52,65,45,65,74,54,96,2,32,51,89,8,26,24,39,59,27,33,3,68,14,49,50,61,10,74,1,9,77,36,17,82,39,12,85,25,22,43,4,23,63,60,27,81,88,90,47,4,28,29,82,70,20,56,62,58,77,94,28,64,9,56,93,53,96,80,36"
53,2020-01-03,"15,29,41,8,72,49,92,73,75,75,78,74,11,1,24,43,6,61,73,14,52,44,54,5,72,77,93,9,77,67,18,49,5,80,95,3,29,95,13,99,86,66,75,20,32,24,24,7,27,76,65,11,73,21,41,27,79,54,99,94"
53,2020-01-04,"57,73,62,22,99,9,70,58,59,80,26,55,34,2,83,31,67,88,1,80,57,94,18,39,94,17,9,12,33,6,70,21,29,72,52,11,24,69,4,29,38,66,85"
53,2020-01-05,"51,32,6,55,42,27,91,30,92,28,36,46,84,5,8,84,51,90,89,46,53,91,77,75,94,64,56,39,91,98,65"
53,2020-01-06,"48,79,6,40,82,61,49,9,98,82,97,59,25,77,82,66,52,56,55,62,72,21,11,98"
53,2020-01-07,"10,1,1,55,86,27,39,73,98,82,77,76,75,86,19,61,34,75,55,43,90,53,82,96,78,73,47,17,8,48,33,17,40,28,82,86,41,60,55,54,56,77,91,78,85,58,71,86,14,79,45,44,62,83,26,98,64,46,72,38,96,16,21,91,71,90,49,37,58,29,17,24,87,54,10,79,81,43,54,9,67,72,98,99,66,98,60,31,67,35,48,4,48,12,86,12,57,15,94,36"
53,2020-01-08,"63,59,84,64,55,32,91,96,78,49,67,42,26,12,79,95,10,62,3,52,70"
53,2020-01-09,"98,61,17,90,97,42,47,7,54,89,13,83,83,35,49,98,31,52,86,18,66,26,99,65,14,42,39,100,4,23,80,11,59,12,31,100,89,91,98,4,19,97,91,61,5,70,49,8,51,53,45,19,3,73,45,89,50,60,25,26,68,3,15,50,9,39,16,54,59,67,7,93,31,65,99,64,63,43,72,94,33,89,91,91,58,2,26,53,26,71,76,56,5,99,37,100,36,83,21"
53,2020-01-10,"33,35,76,33,27,66,51,83,3,41,56,14,87,73,43,6,50,49,79,71,42,71,74,92,62,56,92,42,35,51,61,87,58,10,72,11,76,56,64,40,25,70,8,86,59,13,40,5,38,29,47,54,51,40,32,74,13,97,57,60,53,94,66,35"
54,2020-01-01,"20,62,74,55,19,26,45,38,92,85,25,52,66,36,22,89,78,71,6,77,93,44,21,60,21,85,69,51,25,9,70,45,12,95,37,48,93"
54,2020-01-02,"98,60"
54,2020-01-03,"80,41,39,1,90,57,100,25,31,4,45,93,66,97,48,88,79,98,76,6,89,79,33,42,37,10,84,68,48,91,14,1,52,50,4,66,32,18,89,84,65,100,6,83,39,70,81,18,53,88,44,32,85,44,14,62,6,7,87,1,64,19,82,31,29,54,100,72,7,14,76,66,78,33,25,55,41,51,27,25,60,65,54,25,81,7,41,86,99,35,85,45,69,17,100"
54,2020-01-04,"1,47,24,87,87,12,77,48,17,41,54,34,20,79,71,53,43,49,7,28,28,94,87,80,34,25,52,96,89,100,90,6,39,1,47,86,35,54,91,5,24,51,98,69,12,18,9,91,61,100,20,1"
54,2020-01-05,"86,52,36,15,54,2,32,5,49,71"
54,2020-01-06,"3,99,79,11,44,6,53,14,40,81,16,20,12,94,7,80,67,3,29,77,97,3,31,78,64,91,35,100,65,100,21,87,43,73,69,25,48,78,89,2,70,90,5,35,30,73,23,27,31,88,95,6,85,6,69,59,96,88,63,80,22,51,7,54,88,67,25,65,96,61,43,28"
54,2020-01-07,"26,19,37,2,67,55,27,52,84,11,23,20,54,12,100,60,50,93,8,78,64,17,99,45,22,87,93,27,86,78,34,58,37,3,39,65,21,80,60,39,41,61,46,95,81,4,10,70,66,76"
54,2020-01-08,"84,57,39,6,40,79,12,61,37,33,7,2,92,46,53,88,61,51,12,17,99,60,5,57,46,99,54,31,100,56,49,82,21,2,89,36,47,93,88,37,67,11,89,4,18,97,13,51,95,43,28,90,17,68,63,19,78,6,6,93,30,91,3,71,43,64,29,4,25,89,12,19,81,52,84,59,35,38,77"
54,2020-01-09,"71,34,14,97,24,21,52,89,38,65,88,26,61,13,13,64,44,43,68,77,62,87,59,94,1,71,11,71,77,9,65,31,81,54,69,99,59,33,99,82,77,64,48,100,86,51,10,10,3,99,79,88,70,1,79,60,47,24,50,83,46,82,34,7,23"
54,2020-01-10,"38,36,31,6,99,42,82,37,96,86,49,47,97,47,48,14,99,64,29,41,11,29,1,98,65,64,75,30,43,23,58,34,70,76,17,34,21,90,10,28,21,4,49,14,44,25,67,94,32,42,14,31,62,70,31,12"
55,2020-01-01,"73,99,96,61,82,51,100,23,56,64,79,44,98,12,76,69,60,53,9,99,95,64,28,44,18,26,13,30,36"
55,2020-01-02,"97,91,11,19,5,51,33,29,72,17,34,66,77,49,35,38,56,30,68,39,49,43,28,77,51,74,19,86,49,44,98,91,2,82,25,53,10,10,93,2,19,62,96,25,10,13,32,51,85,55,94,12,81,60,90,39,3,68,2,75,86,53,68,76,82,74"
55,2020-01-03,"39,74,93,44,97,23,82"
55,2020-01-04,"87,75,90,2,38,31,72,57,32,21,40,85,89,58,91,80,38,59,22,78,58,43,66,28,81,53,85,89,98,99,34,25,38,2,62,19,16,37,28,86,81,30,88,100,93,27,21,18,29,42,98,13,94,4,10,43,7,16,61,19,90,68,37,91,55,77,26,76,13,52,56,7,97,74,40,76"
55,2020-01-05,"38,64,52,49,33,80,57,24,1,88,3,81,51,17,32,8,59,13,34,84,82,61,64,13,44,96,48,2,45,78,76,13,58,15,9,53,3,4,58,71,98,5"
55,2020-01-06,"2,100,86,57,70,48,9,62,100,59,31,76,76,20,41,43,82,40,63,68,3,70,56,19,98,27,79,99,99,10,42,9,77,37,100,97,41,24,49,57,99,81,5,62,8,67,23,54,62,31,82,57"
55,2020-01-07,"3,79,7,45,35,78,48,22,26,26,50,78,48,41,9,47,35,37,83,78,46,77,43,98,7,20,19,77,52,50,92"
55,2020-01-08,"53,60"
55,2020-01-09,"2,56,76,12,2,67,82,52,56,20,43,23,40,98,4,51,36,78,51,69,29,41,93,65,43,53,22,9,13,89,12,88,49,93,96,50"
55,2020-01-10,"14,27,74,88,87,97,28,20,33,94,84,58,11,55,83,51,64,83,60,100,1,75,7,24,70,100,99,4,69,9,21,25,4,25,85,90,30,42"
56,2020-01-01,"90,4,27,84,23,69,80,62,42,60,3,33,11,18,64,85,96,13,81,67,75,5,54,25,4,88,22,100,16,25,40,38,36,58,8,90,94,44,67,61,82,39,68,32,70,38,22,79,88,74,63,66,26,24,37"
56,2020-01-02,"98,75,20,13,30,62,78,8,75,65,98,21,85,87,34,75,45,48,61,44,93,27"
56,2020-01-03,"43,34,46,25,86,91,47,29,10,45,20,87,90,64,91,35,83,55,92,78,90,79,100,64,59,40"
56,2020-01-04,"61,80,67,93,6,71,6,97,13,81,80,19,97,29,81,50,70,29,36,96,34,44,73,94,12,89,61,59,57,72,88,84,13,3,88,19,80,44"
56,2020-01-05,"66,99,95,60,46,81,41,50,72,79,33,69,84,54,70,25,56,4,82,7,11,48,10,43,49,100,63,51,83"
56,2020-01-06,"62,38,49,72,16,31,57,97,12,51,31,55,71,6,1,40,82,90,65,5,41,53,53,72,94,91,30,76,10,95,5,44,71,29,57,73,65,65,10,30,95"
56,2020-01-07,"15,29,94"
56,2020-01-08,"57,44,22,34,4,80,6,68,71,11,47,77,21,68,99,45,3,26,17,3,49,88,66,35,89,74,4,87,57,19,61,83,38,36,25,81,38,81,1,31,96,70,21,84,78,68,97"
56,2020-01-09,"65,33,75,50,9,38,49,72,46,54,98,65,84,6,45,22,35,6,51,23,26,70,53,50,59,11,35,13,61,5,64,71,41,54,22,36,16,26,24,48,11,97,28,59,69,83,31,50,70,62,33,50,19,70,2,64,58,64,55,50,93,97,60,9,97,59,51,99,80,72,90,81,56,96,7,61,12,6,60,58,66,40,77,44,69,33,48,99,34,4"
56,2020-01-10,"78,64"
57,2020-01-01,"78,72,59,60,23,55,44,71,33,79,61,92,34,11,89,39,39,28,3,83,81,71,43,76,48,42,6,33,82,19,18,49,19,97,32,50,65,82,80,63,74,49,83,75,43,30,68,75,95,62,40,89,82,71,24,85,32,37,38,35,86,50,85,90,40,58,70,51,89,8,56,36,82,75,80,67,12,36,73,47,61,32,74,89,12,98,35,38,59,46,98,100,50,19"
57,2020-01-02,"36,25"
57,2020-01-03,"21,95,95,66,10,10,79,50,39,79,57,89,50,68,19,51,73,65,69,31,64,74,69,68,51,1,79,77,90,9,65,9,32,29,10,39,44,40,28,21,10,56,40,60,2,13,11,89,8,30,51,2,16,53,64,36,93,32,44,90,72"
57,2020-01-04,"35,62,8,75,30,30,69,24,22,89,72,57,93,4,64,82,99,23,66,98,46,69,47,79,76,75,35,49,75,71,5,31,82,24,78,24,8,2,98,90,9,14,3,88,85,25,97,15,51,79,18,75,5,61,7,63,59,24,59,6,45,8"
57,2020-01-05,"41,25,1,93,48,66,70,11,13,23,49,92,59,21,69,39,69,86,9,29,51,88,13,39,82,89,83,95,78,9,83"
57,2020-01-06,"3,10,49,32,66,28,19,32,37,65,26,60,24,20,30,95,26,4,76,47,82,32,82,13,23,15,71,53,87,47,1,58,80,96,27,31,60,30,98,58,73,69,38,80,88,96,94,58,53,14,11,98,98"
57,2020-01-07,"34,48,23,11,24,16,6,57,82,47,46,51,1,66,68,72,2,7,65,4,98,81,55,73,6,97,19,59,80,44,88,69,36,33,3,88,75,2,23,9,78,97,60,46,33,57,70,84,22,43,71,57,68,88,65,87,90,31,73,73,53,8,79,51,28,11,40,59,88,16,50,26,82,63,41,15"
57,2020-01-08,"22,7,56,98,93,82,70,4,3,50,53,36,32,73,37,41,2,15,100,72,32,43,86,45,96,90,87,51,61,31,26,83,80,76,10,96,26,86,51,71,63,86,80,69,41,39,22,77,60,12,6,30,35,62,28,22,33,3,9,50,42,64,63,93,10,43,34,13,5,80,66,10,7,14,35,58,84,69,15,8,99,33,29,7,91,45,93"
57,2020-01-09,"76,74,14,55,47,2,100,41,16,8,85,65,15,2,41,19,6,27,39,34,10,22,54,84,41,40,68,1,48,8,56,11,12,29,71,37,71,34,66,92,23,3,17,16,52"
57,2020-01-10,"13,20,62,12,26,40,50,97,51,5,59,10,72,28,19"
58,2020-01-01,"38,98,95,15,54,52,92,15,26,44,3,49,76,60,67,87,18,84,88,67,77,52,33,33,84,14,34,66,53,85,91,77,31,51,35,49,40,73,55,59,90,10,76,97,10,68,53,18,82,31,64,97,62,79,39,9,74,22,1,95,16,32,55,83,18,51,26,66,53,27,10,2,22,75,87,17,38,21,31,55,38,41,46,54,66,76,50,79,26,50,58,58,94,10,88,69,46,59,33,39"
58,2020-01-02,"11,100,55,53,100,39,86,85"
58,2020-01-03,"50,47,79,65,70,15,33,53,41,78,40,58,6,37,8,78,93,29,34,75,19,94,67,10,76,4,19,73,69,27,55,22,98,45,39,59,76,74,75,1,45,77,28,9,26,63,20,9,1,13,12,8,10,97"
58,2020-01-04,"54,63,60,64,28,9,50,74,74,49,99,54,48,15,59,35,90,99,34,72,79,28,66,46,96,97,86,96,28,35,45,66,92,12,83,4,88,24,44,15,11,25,78,80,46,90,4,1,36,82,54,14,8,25"
58,2020-01-05,"38,11,45,73,72,64,6,57,94,15,30,58,87,55,77,88,38,35,23,100,24,52,24,25,2,78,64,38,20,20,55,14,29,12,67,48,97,89,27,22,72,69,61,19,57,6,31,50,78,78,2,81,9,11,64,96,40,75,43,36,41,54,97,26,33,86,25,78,92,81,78,43,50,13,52,100,46"
58,2020-01-06,"43,86,57,69,75"
58,2020-01-07,"24,24,49,8,88,75,8,94,8,89,84,8,64,68,72,77,87,23,95,83,7,29,26,25,92,24,45,28,4,83,62,28,2,48,3,88,97,53,62,12,61,72,90,20,18,50,87,44,72,85,92,61,52,19,28,73,63,53,73,2,91,1,39,16,93,14,51,54,18,46,44,88,44,65,20,99,81,90,8,10,46,83,22,50,96,75,26,96,21,97,84,45,19,95,7,75,32,25,2,99"
58,2020-01-08,"25,58,50,1"
58,2020-01-09,"52,2,99,68,66,39,13,67,58,6,49,72,96,59,84,52,43,29,25,69,58,13,45,70,66,78,95,48,74,79,52,92,7,39,77,4,59,66,70,52,87,34,76,79,19,86,90,59,10,95,30,6,34,9,99,32,91,56,79,51,59,52,25,31,22,56,35,17,89,8,86,84,9,18,91,23,27"
58,2020-01-10,"5,68,92,90,80,53,59,16,28,37,43,80,27,16,42,31,38,86,14,79,35,34,83,52,64,98,65,25,93,92,85,92,81,30,77,37,87,72,59,17,13,59,6,79,22,13,40,59,98,78,62,25,3,56,66,61,20,67,97,43,81,1,47,54,42,55,83,89,43,7,37,11,88,22,57,1,69,20,80,33,23,75,48,98,61,85,66,20,17,98,72,69,75,88,62"
59,2020-01-01,"51,12,21,83,85,39,57,36,91,68,32,1,66,90,10,78,75,1,24"
59,2020-01-02,"91,8,20,83,48,48,33,47,74,68,47,34,67,32,28,26,69,29,4,56,22,92,11,3,23,18,88,21,16,10,56,63,28,64,98,19,47,3,3,100,57,64,17,58,71,33,98,16,96,19,15"
59,2020-01-03,"46,46,34,88"
59,2020-01-04,"93,45,35,87,68,72,35,14,89,28,20,84,2,18,40,47,32,73,67,37,10,72,22,76,57,42,3,39,54,38,47,2,69,92,26,60,43,54,6,8,74,65,8,82"
59,2020-01-05,"40,10,63,55,29,29,94,49,73,12,39,4,7,53,15,49,17,17,26,70,96,6,68,71,90,83,11,67,74,92,4,52,58,40,26,7,40,63,62,25,69,98,35,22,100,77,35,25,89,53,50,86,45,35,29,38,28,98,36,50,88"
59,2020-01-06,"38,90,47,81,94,19,94,6,70,78,62,59,100,90,65,58,67,40,43"
59,2020-01-07,"42,21,19,38,20,40,63,68,36,21,16,10,85,7,23,80,3,79,82,39,59,66,50,95,51,51,24,98,14,11,34,71,58,35,6,10,14,99,30,97,86,48,98,31,91,74,30,32,37,79,90,70,24,58,52,51,85,5,8,57,3,83,37,48,55,24,95,26,96,62,83,27,55,47,24"
59,2020-01-08,"86,52,33,27"
59,2020-01-09,"99,78,55,75,2,57,54,36,39,46,96,25,61,55,66,47,82,48,54,15,93,39,2,31,86,4,23,94,12,20,8,65,41,83,77,48,62,86,82,58,33,7,25,27,84,25,39,86,79,25,64,2,30,20,4,61,81,30,42,47,47,4,59,44,27,53,60,83,99,64,82,79,56,52,74,49,8,3,32"
59,2020-01-10,"68,87,3,74,77,65,67,69,39,17,51,52,21,45,66"
60,2020-01-01,"84,79,23,10,2,50,29,44,34,25,92,42,24,37,39,72,57,82,45,54,35,86,7,59,53,64,50,79,71,1,87,100,72,89,35,85,85,60,14,27,34,45,93,96,64,19,78,20,15,40"
60,2020-01-02,"29,30,34,70,36,73,54,72,15,63,19,44,42,3,9,20,56,25,86,69,86,57,45,9,38,30,84,93,7,82,14,42,85,96,16,46,94,29,11,70,52,62,100,97,3,3,40,8,68,18,63,78,55,75,88,36,50,19,50,1,4,43,55,59,39,35,92,55,94,65,98"
60,2020-01-03,"91,12,2,61,74,75,30,4,54,89,99,37,72,26,32,32,52,99,11"
60,2020-01-04,"49,55,64,15,98,75,40,14,75"
60,2020-01-05,"86,24,71,11,61,61,43,8,15,43,92,54,31,41,47,55,97,85,82,86,64,60,52,34,82,39,49,93,50,32,75,23,61,81,3,76,80,79,71,4,74,95,24,17,77,39,22,93,84,21"
60,2020-01-06,"8,97,44,41,41,50,11,68,19,6,12,39,43,63,84,41,38,94,79,55,56,54,33,98,8,20,43,18,16,97,5,92,69,76,32,67,27,66,13,3,70,63,85,11,83,92,81,98,16,52,98,47,39,90,99,21,58"
60,2020-01-07,"57,14,96,42,18,13,62,42,36,97,12,95,30,39,28,17,79,96,28,17,98,87,2,57,83,85,28,87,45,86,31,25,82,5,45,46,53,48,32,51,66,39,55,11,31,31,97,85,36,5,69,20,37,85,77,5,45,44,40,51,34,100,20,16,98,53,66,38,43,89,19,14,19,90,36,2,45"
60,2020-01-08,"23,78,30,60,50,90,68,74,81,2,15,44,10,8,8,59,41,87,20,78,13,84,34,10,41,57,4,17,25,20,18,15,88,15,11,83,75,14,7,44,60,47,83,77,33,16,9,43,2,88,13,93,90,50,84,16,1,51,63,62,87,36,20,42,4,30,97,100,67,41,91,63,39,44,74,74,54,67,60,62,4,86,97,19,79,9,91,16,60"
60,2020-01-09,"47,28,63,72,86,47,70,91,52,86,15,58,40,32,3,99,48,11,11,47,44,21,9,6,52,10,18,9,43,67,47,99,19,16,27,100,27,51,98,79,84,90,95,42,61,63,50,8,74,21,62,14,83,93,21,49,72,26,9,52,48,68,48,18,36,9,36,33,52,17,45,55,44,89,85,88,41,69,9,99,60,85,16,90,61,10,43,59,18"
60,2020-01-10,"52,11,50,4"
61,2020-01-01,"12,40,54,68,66,6,13,88,69,81,62,13,25,74,40,18,66,47,69,81,91,56,22,75,81,72,41,59,14,84,20,45,31,17"
61,2020-01-02,"39,39,71,48,100,86,25,8,50,88,65,68,32,32,92,86,93,18,66,87,2,9,38,1,95,76,55,40,32,15,90,27,54,97,97,8,28,21,66,50,77,87,72,14,17,31,1,72,77,78,80,90,93,94,67,56,54,77,33,94,17,92,16,55,98,96,52,14,41,80,13,38,29,3,70,55,80,63,79,74,9,99,83,50,18,58,81,36,54,12,36,68,6,7,100,56,33,2"
61,2020-01-03,"13,17,23,47,77,17,100,81,83,54,29,3,81,97,42,32,89,20,53,83,17,50,65,56,33,51,71,3,67,81,69,87,88,2,94,28,89,74,46,100,1,31,91,35,2,42,65,96,19,71,66,67,75,79,34,2,62,16,3,22"
61,2020-01-04,"23,88,82,76,46,26,30,94,45,78,43,60,67,62,60,65,9,36,63,31,64,95,81,52,71,99,83,55,87,27,20,10,55,48,7,12,65,10,82,52,100,70,23,61,19,96,16,47,76,9,9,77,33,37,60,70,74,44,55,51,85,71,10,17,93,78,7,16,2,93,32,29,33,36,55,6,49,67,16,32,12,68,25,81,18,33,86,50,25,60,83"
61,2020-01-05,"42,94,62,45,9,58,69,55,30,51,46,63,51,36,88,7,64,6,4,33,44,95,27,46,88,45,92,51,71,81,19,22,10,43,12,34,49,87,37,62,64,56,64,32,93,73,91,27,78,21,88,65,81,53,64,57,88,55,83,15,35,93,90,31,77,82,51,31,93,87,37,22,12"
61,2020-01-06,"55,79,45,86,72,8,52,1,16,24,59,48,100,42,36,77,64,24,12,5,37,1,22,72,42,100,5,46,49,48,53,95,19,31,9,46,12,48,85,41,76,44,78,15,39,39,43,18,19,30,74,68,37,42,28,48,20,20,34"
61,2020-01-07,"63,64,42,29,22,60,60,91,77,81,40,77,25,57,17,11,41,34,70,32,95,18,4,10,75,17,92,39,5,20,76,58,70,12,86,63,91,55,32"
61,2020-01-08,
61,2020-01-09,"38,20,78,99,94,59,97,34,4,4,33,56,53,39,8,58,87,94,77,91,64,97,77,50,23,9,22,73,52,17,3,44,54,9,13,1,31,72,88,16,34,99,26,60,58,23,32,39,65,13,24,59,33,83,15,83,66,19,46,38,73,48,6,66,19"
61,2020-01-10,"12,49,14,83,17,9,97,89,65,41,67,77,85,65,54,19,94,91,49,72,73,3,13,92,63,73,88,42"
62,2020-01-01,"62,60,20,29,21,73,62,88,9,99,95,69,31,32,93,57,99,46,50,47,66,38,25,67,100,74,44,90,94,70,27,96,54,87,47,40,32,26,19,42,86,1,55,90,71,45,94,53,78,90,37,58,75,4,39,48,66,66,60,91,11,53,95,52,78,81,28,94,52"
62,2020-01-02,"36,77,15,90,33,75,29,28,37,80,64,77,49,11,87,84,10,99,88,92,8,60,40,43,46,30,48,1,30,10,58,87,78,61,3,32,61,62,46,24,31,55,12,55,80,2,23,85,75,82,69,32,41,38,15,69,12,67,98,21,28,95,80,38,9,94,52,35,33,51,2,31,77,73,99,56,11,4,92"
62,2020-01-03,"51,20,27,88,97,75,98,44,85,99,15,39,54,28,58,52,94,48,98,71,43,85,35,22,1,29,92,87,33,18,11,82,88,65,14,42,70,39,8,28,93"
62,2020-01-04,"35,7,100,20,54,67,32,6,100,71,99,61,70,81,7,89,61,32,64,42,69,59,7,21,84,78,3,52,13,1,69,16,96,94,3,8,52,95,55,35,80,98,97,65,91,85,71,31,85,22,35,80,45"
62,2020-01-05,"52,32,24,97,72,99,7,53,6,92,51,25,17,81,72,95,43,37,4,27,15,77,74,76,33,69,35,96,89,49,73,8,74,18,4,88,4,49,48,75,60"
62,2020-01-06,"97,24,28,50,95,61,59,38,39,47,27,85,89,41,77,20,98,15,15,19,4,52,15,91,25,2,23,4,49,6,4,91,35,31,83,5,43,80,39,16,10,22,73,4,22,80,26,43,91,48,9,18,66,33,59,47,82,42,99,44"
62,2020-01-07,"99,52,35,43,66,6,3,11,30,15,92,42,70,25,52"
62,2020-01-08,"23,2,31,23,98,82,7,40,40,15,15,83,23,84,24,73,76,52,74,33,70,90,14,23,37,14,4,88,11,37,99,44,52,17,85,7,82,7,81,56,5,84,96,12,37,1,29,17,47,75,1,12,36,90,51,86,47,53,40,13,34,67,34,40,92,85,64,93,49,34,96,66,42,75,61,17,31,25,3,3,87,20,55,79,56,70,16,51"
62,2020-01-09,"9,3,41,65,73,63,38,66,17,33,10,73,73,5,49,35,22,95,67,60,73,88,31,51,52,62,9,93,14,14,19,97,66,91"
62,2020-01-10,"35,27,65,21,82,42,33,26,7,22,54,94,69,57,49,46,55,64,88,55,48,10,97,29,94,52,5,54,16,78,75,1,33,91,91,98,15,10,24,17,18,33,70,3,62,2,23,50,66,18,64,100,86,35,20,24,54,8,1,38,59,33,44,64,15,22,79,13,78,29,50,44,55,14,89,44,8,74,39,56,62,85,100,47,48,32,20,73,18"
63,2020-01-01,"37,22,43,22,94,58,80,43,10,99,79,45,5,56,75,59,48,85,65,9,15,16,67,86,97,51,34,62,99,57,42,36,54,40,93,54,60,92,58,60,69,39,42,8,77,71,18,77,57,81,88,98,30,56,98,52,79,80,80,76,13,94,16,20,41,70,65,92,6,63,3,31,90,43,97,73,93,7,54,93,63,19,84,11,55,72,23"
63,2020-01-02,"32,24,69,25,49,42,51,22,19,61,15,28,11,46,93,11,17,49,10,67,63,70,52,75,79,54,17,95,67,70,83,77,28,50,41,33,36"
63,2020-01-03,"89,95,63,84,29,80,83,65,23,32,50,26,32,50,29,36,39,21,95,28,82,30,27,89,33"
63,2020-01-04,"45,55,82"
63,2020-01-05,"76,30,49,71,95,86,14,77,70,58,87,2,93,16,69,46,11,43,62,74,90,74,73,56,84,23,18,6,4,44,10,12"
63,2020-01-06,"96,18,11,17,16,27,88,77,93,53,66,95,67,83,71,81,75,14,48,23,1,53,37,85,63,55,91,82,35,94,16,81,74,34,85,3,42,9,67,65,29,82,30,92,15,84,57,49,83,47,81,4,54,82,97,32,95,28,86"
63,2020-01-07,"30,99,81,61,29,46,35,5,98,36,28,56,65,47,98,62,84,24,46,48,26,25,50,1,63,44,64,36,81,11,87,26,48,61,35,40,43,96,62,67,51,71,1,28,84,19,22,49,13,69,39,5,65,31,33,71,14,83,51,15,52,23,29,54,6,96,62,45,42,60,98,80,79,49,60,81,32,50,82,93"
63,2020-01-08,"63,2,27,32,20,28,10,25,41,36,2,5,17,85,37,32,95"
63,2020-01-09,"71,92,89,58,73,55,64,37,64,13,29,25,34,16,93,8,22,51,58,24,35,16,61,80,72,95,64,94,33,74,41,52,39,2,23,25,6,95,99,75,23,62,78,75,21,39,16,97,17,82,95,53,37,37,65,27,7,67,75,98,18,80,88,81,40,78,58,55,91,48,27,55,18,6,19,79,59,59,49,67,86,21,68,82,49,57,35,95,9,78,78,76,44,46,91,37"
63,2020-01-10,"66,89,66,8,69,29,24,3,61,14,23,24,90,69,9,68,2,15,2,59,85,49,88,32,28,16,33,40,30,40,2,70,7,57,11,77,5,68,30,7,46,71,87,65,79,49,75,21,87,77,85,76,5,84,86,25,52,87,52,61,69,24,100,66,87,51,2,9,31,35,39,59,4,83,9,20,70,45,40,76,26,56,82,10,64,65,85,93,58,92,42,55,48,35,34"
64,2020-01-01,"42,5,89,67,6,9,90,37,56,76,91,85,35,25,61,28,80,55,42,37,24,24,4,64,72"
64,2020-01-02,"51,93,67,42,68,24,36,94,24,62,12,79,71,18,72,100,63,99,3,17,12,35,42,2,36,59,66,58,81,19,26,67,64,30,66,43,50,53,56,55,60,78,48,83,4,39,49,38,88,90,77"
64,2020-01-03,"40,89,69,9,98,47,52,52,33,78,54,45,41,22,50,53,42,77,43,86,78,97,31,65,34,30,87,8,97,59,27,39,57,25,41,56,99,68,5,27,2,61,51,6,44,86,28,28,77,20,99,70,22,17,63,34,51,83,36,34,85,5,11,45,14,85,75,93,13,58,42,43,67,74,77,40,84,95,90,30,70,48,17,96,4"
64,2020-01-04,84
64,2020-01-05,"56,9,47,58,45,90,89,77,66,4,17,28,71,99,83,94,73,2,74,22,74,23,12,7,61,50,41,93,34,62,41,67,78,65,95,13,76,36,47,72,2,66,61,47,11,52,83,35,49,26,56,45,13,66,77,9,30,95,51,38,47,94,96,70,6,16,75,46,11,60,53,53,96,89,63,57,94,32,69,59,10,19,6,15,36,79,46,10,12,4,73,65,4,65,90,27"
64,2020-01-06,"35,52,46,50,13,60,24,14,35,49,74,42,20,69,91,33,31,95,60,19,95,10,32,64,89,59,2,68,82,27,67,65,99,91,4,73,40,47,57,66,38,46,82,3,43,19,61,52,12,80,35,84,61,71,68,98,62,60,72,45,17,95"
64,2020-01-07,"49,5,12,16,91,78,29,44,24,16,54,45,79,46,88,57,48,39,82,19,61,89,16,24,52,63,44,63,38,68,92,9,50,23,69,10,21,100,74,91,67,73,92,91,64,98,99,51,43,41,95,17,72,49,41,10,63,28,15,77,77,80,4,21,43,91,86,54,48,87,18,84,6,44,11,77,35,81,92,41,52,26,26,55,92,71,82,19,14,51,88,17,98,78,71,73"
64,2020-01-08,"18,58,22,16,28,69,41,56,2,53,11,14,99,37,47,40,68,58,17,16,62,37,50,39,2,45,98,97,43,36,73,95,27,55,99,49,75,71,25,11,48,73,8,10,92,18,19,8,99,47,27,96,11,70,42,57,17,81,73,77,29,80,61,75,53,15,1,47,100,5,35,56,45,74,69,47,4"
64,2020-01-09,"24,61,64,52,2,11,84,96,71,19,81,77,3,11,51,36,75,33,77,81,78,70,6,57"
64,2020-01-10,"70,56,71,19,66,56,83,41,52,78"
65,2020-01-01,"48,56,33,17,24,94,5,70,5,68,92,54,57,28,92,89,19,16,49,98,80,59,8,68,4,87,43,30,54,32,42,6,47,78,88,78,86,86,76,2,6,82,36,66,50,89,90,39,6,39,99,28,82,54,34,81,27,35,54,48,13,45"
65,2020-01-02,"74,54,87,24,65,80,16,10,36,35,61,56,59,54,67,75,94,13,45,100,79,21,100,67,64,86,70,21,71,63,26,5,26,61,65,67,21,72,15,22,54,27,67,35,70,47,58,70,40,72,31,39,57,99,91,15,65,54,21,4,17,68,100,12,46,100,30,91,95,88,22,50,56,6,96,25,83,84"
65,2020-01-03,"76,23,10,68,91,22,59,50,73,28,80,2,69,8,72,9,9,30,98,38,73,13,3,37,60,18,95,50,58,7,60,40,86,97,84,2,69,34,99,76,40,15,30,78,20,80,81,6,33,75,77,36,16,69,61,98,53,60,85,91,67,25,1,44,60,30,12,17,69,89,22,97,41,92,44,42,29,16"
